ticker,cor_dod,cor_price
KRW-BTC,0.34396114795132804,0.764881930108791
KRW-ETH,0.34420131900868634,0.7940239121939284
KRW-NEO,0.34274293210511636,0.8052496639528858
KRW-MTL,0.32759966270026714,0.6970784865739239
KRW-XRP,0.22153972826951965,0.6825889841623097
KRW-ETC,0.2778268508730606,0.6554408929737157
KRW-SNT,0.5221430644475661,0.8810149956189274
KRW-WAVES,0.3327423723936671,0.8011299914790703
KRW-XEM,0.43790558041689337,0.8640554909646921
KRW-QTUM,0.39709999194223367,0.7767267952892213
KRW-LSK,0.5642614477385964,0.8817441841710978
KRW-STEEM,0.502999315173831,0.817597362434156
KRW-XLM,0.33740198019315254,0.8160694974664701
KRW-ARDR,0.5971367437546168,0.896564068295819
KRW-ARK,0.44438904730648093,0.853485522658364
KRW-STORJ,0.40808768320508404,0.8791838907540562
KRW-GRS,0.49082306524298025,0.7681637565420517
KRW-ADA,0.3742937449407397,0.8604333132459127
KRW-SBD,0.4044963761414371,0.848266304141592
KRW-POWR,0.9999999999999999,1.0
KRW-BTG,0.3045030311900898,0.8070884112818187
KRW-ICX,0.49119980623311743,0.7813548918913775
KRW-EOS,0.3143046344189378,0.832495265185432
KRW-TRX,0.2531288174502405,0.01622662703579432
KRW-SC,0.5837099631044945,0.8539467430738517
KRW-ONT,0.43673620658471207,0.8430009038198707
KRW-ZIL,0.33448368235013054,0.7559656332016391
KRW-POLYX,0.5911008478803828,0.8783285015480446
KRW-ZRX,0.43328739679314265,0.8545404327186006
KRW-LOOM,0.5708511609130841,0.6805498125269145
KRW-BCH,0.2634846038612476,0.7498134412264932
KRW-BAT,0.34232835235829423,0.8973637484110046
KRW-IOST,0.4103966828192524,0.8705098060669888
KRW-CVC,0.626615715503079,0.8898569316359208
KRW-IQ,0.3325943403871242,0.7967990588776719
KRW-IOTA,0.514601644570607,0.8982213185061338
KRW-HIFI,0.4391282975788229,0.6929434011628667
KRW-ONG,0.5616495856392201,0.8978482134852718
KRW-GAS,0.44291087789298705,0.8234736673647156
KRW-UPP,0.562351010577069,0.8688889103294178
KRW-ELF,0.4676961532960514,0.557684220504862
KRW-KNC,0.3227372468014085,0.6612792335145751
KRW-BSV,0.2703095445310212,0.8301471613372086
KRW-THETA,0.4319911326065645,0.8340966778183836
KRW-QKC,0.5494371673394373,0.8395805664539561
KRW-BTT,0.23691770314894703,0.8652283477313555
KRW-MOC,0.8096507894059793,0.90179889525473
KRW-TFUEL,0.40694442629454936,0.8489608184512273
KRW-MANA,0.3956669247498818,0.9154669422093172
KRW-ANKR,0.4128869104264868,0.8727000799530853
