ticker,cor_dod,cor_price
KRW-BTC,0.5151866599329133,0.8759255490297134
KRW-ETH,0.4751473166991164,0.9011822400472717
KRW-NEO,0.5197700546581543,0.9621406481240663
KRW-MTL,0.41874272350920944,0.8713065313483644
KRW-XRP,0.3522038337153629,0.7715730701359311
KRW-ETC,0.3659601103168542,0.7894273660392235
KRW-SNT,0.7843887054982797,0.9710774406098153
KRW-WAVES,0.6912846133091451,0.7996386526460825
KRW-XEM,0.5860768046647273,0.9696790483922557
KRW-QTUM,0.549879737520391,0.9609871072379184
KRW-LSK,0.6821555793979086,0.978925477050379
KRW-STEEM,0.7241373054562081,0.9493244169257602
KRW-XLM,0.5094432022790956,0.9257036430521848
KRW-ARDR,0.7190939707175946,0.9766775692562587
KRW-ARK,0.5430584443297555,0.9698848727216216
KRW-STORJ,0.47306521051851236,0.9397759789266645
KRW-GRS,0.5798081993985111,0.8920928248365958
KRW-ADA,0.5902232850667349,0.9689912572589449
KRW-SBD,1.0,1.0
KRW-POWR,0.40449637614143713,0.8482663041415921
KRW-BTG,0.43477774891298365,0.9504224372266546
KRW-ICX,0.5578964374458919,0.9454311169800346
KRW-EOS,0.45813685582882757,0.9607123104383183
KRW-TRX,0.38145066382228976,0.31143136787899384
KRW-SC,0.6244405259413586,0.9642571992158122
KRW-ONT,0.6193762841869909,0.9734509824696631
KRW-ZIL,0.47206493030906616,0.8011029463881296
KRW-POLYX,0.6261954036781195,0.945100138243081
KRW-ZRX,0.5848276537822747,0.9611216444080461
KRW-LOOM,0.4412098930685488,0.755028731023508
KRW-BCH,0.35970728949638875,0.8634025925919998
KRW-BAT,0.4870489406640626,0.9339029728079031
KRW-IOST,0.5824013542682939,0.9659140446325014
KRW-CVC,0.6556055496222208,0.9670358892725889
KRW-IQ,0.46584482909979624,0.9389157647934808
KRW-IOTA,0.5761169571506863,0.9494470878242206
KRW-HIFI,0.5044822123378798,0.8207060137417309
KRW-ONG,0.6569437226004368,0.9698298603489571
KRW-GAS,0.6058959553925097,0.9655926927717073
KRW-UPP,0.6447289828602273,0.9751484832192053
KRW-ELF,0.5784375600878857,0.6608802586434938
KRW-KNC,0.39155015783337266,0.5434283233054493
KRW-BSV,0.42233502531115513,0.9575069952886064
KRW-THETA,0.5408478469983674,0.9686321858344075
KRW-QKC,0.6695080222902378,0.9493927245438956
KRW-BTT,0.24904982367305506,0.9578864355638891
KRW-MOC,0.5093404660787871,0.915318609491558
KRW-TFUEL,0.5681675178345824,0.9635244560522668
KRW-MANA,0.41393918438243427,0.927964110427052
KRW-ANKR,0.5482327651193366,0.9648665387656593
