ticker,cor_dod,cor_price
KRW-BTC,0.047870588682140884,0.9527357444185987
KRW-ETH,-0.02520418632985519,0.9866955134036745
KRW-NEO,-0.0476065132650155,0.6035812686867102
KRW-MTL,-0.04538344771953876,0.7959361049147838
KRW-XRP,-0.1101614669926726,0.6028558633325556
KRW-ETC,-0.06996290373318666,-0.10084112812832152
KRW-SNT,-0.0030024088095814555,0.2915867024164311
KRW-WAVES,0.023932078523473278,-0.1640468835829108
KRW-XEM,0.04048105453651493,-0.016551382925907222
KRW-QTUM,0.0144905035327669,0.5081632787259048
KRW-LSK,0.008764873765745506,0.22941363201166395
KRW-STEEM,0.06062863670325628,0.25821527288512847
KRW-XLM,-0.05932994267748889,0.39080232901311374
KRW-ARDR,0.07569979177253344,0.06605575404032679
KRW-ARK,0.04613945495435696,0.009403512095104552
KRW-STORJ,0.021983860113340026,0.026471591334179853
KRW-GRS,-0.018886308855618778,0.22790761406167565
KRW-ADA,-0.07206834872218225,0.19451324542962425
KRW-SBD,0.039991733767034125,0.2653570055664064
KRW-POWR,0.027115896884263135,0.22430400042024082
KRW-BTG,-0.025190067345206336,-0.0780413257888221
KRW-ICX,0.03246920430784679,0.6329603834049113
KRW-EOS,-0.02263679117932867,-0.13108323855746856
KRW-TRX,-0.07466888890692763,0.7024282797176575
KRW-SC,0.04066970292782877,0.5581769729180327
KRW-ONT,-0.010322959409980025,0.42916302859453553
KRW-ZIL,-0.012967891016369727,0.09853177276256979
KRW-POLYX,-0.04587644892323752,-0.27322163008780775
KRW-ZRX,-0.032258794703660505,0.39966198688813104
KRW-LOOM,0.05442749761343118,0.15371727371242747
KRW-BCH,-0.03462944479973437,0.4726162320912355
KRW-BAT,-0.046360713291092044,-0.017905689784845143
KRW-IOST,-0.01954953146426704,0.20150320566836974
KRW-CVC,0.03510612503721731,-0.09987914603401592
KRW-IQ,0.08451681659705812,0.09688619587438044
KRW-IOTA,-0.06311521248401075,-0.197051673104163
KRW-HIFI,0.01595739903299213,-0.3267133140998405
KRW-ONG,0.05342610217601785,0.0027671319180719864
KRW-GAS,0.011999391912324677,0.5849402946489226
KRW-UPP,0.06436615426164546,0.4784733423288037
KRW-ELF,-0.06432514662313842,0.7697802256164086
KRW-KNC,0.022678515877618422,-0.00983711569235514
KRW-BSV,0.01777078844266932,-0.4950596939326579
KRW-THETA,-0.04074315328878613,-0.03055997778244737
KRW-QKC,0.0510931747793434,0.22173965507336824
KRW-BTT,-0.0286182880612388,-0.3767977875246633
KRW-MOC,0.05223746658009091,0.5175602212250368
KRW-TFUEL,0.049185926906167715,0.06267167947356718
KRW-MANA,0.03994813819330242,0.04632450160373872
KRW-ANKR,0.010828899914413081,0.36386436311389625
