ticker,cor_dod,cor_price
KRW-BTC,0.08056720145323751,0.8583298533506584
KRW-ETH,-0.024450270929525376,0.7977260774813878
KRW-NEO,0.1607992786587745,0.5116982330148098
KRW-MTL,-0.0027604033289529762,0.9686338006646326
KRW-XRP,-0.08476892777620484,0.6507364236267014
KRW-ETC,0.01470909154915918,-0.08794776498604594
KRW-SNT,0.017204030136451547,0.3407866276256653
KRW-WAVES,0.014844253640777459,-0.03621439303412456
KRW-XEM,0.030500982238254364,-0.03159404692524751
KRW-QTUM,0.09261388120357587,0.48546464583633536
KRW-LSK,-0.038559229880039035,0.2478254543920544
KRW-STEEM,0.12202443184470828,0.2876383542027378
KRW-XLM,-0.06464939656950561,0.5603843442480995
KRW-ARDR,0.08528388986726897,0.09754765364960341
KRW-ARK,0.06446967500515774,0.28460253457432855
KRW-STORJ,0.07308779829192989,0.19073748832929843
KRW-GRS,0.01063423005418866,0.4178740690929525
KRW-ADA,-0.07571254784245425,0.004001664790608686
KRW-SBD,0.031243741161453915,0.29714889372439174
KRW-POWR,0.057232279137836094,0.27041093764272267
KRW-BTG,0.03186669579488037,0.05989440938541893
KRW-ICX,0.023896444311428452,0.4440019627586157
KRW-EOS,0.053620049593898246,-0.21172315650501808
KRW-TRX,-0.010314510348429963,0.8061738406959805
KRW-SC,0.11706326379541307,0.5601158815654931
KRW-ONT,0.12176497701524765,0.32096259032318614
KRW-ZIL,0.06083305628114437,0.05448126894857422
KRW-POLYX,-0.019862549123049723,-0.24217483988161692
KRW-ZRX,0.03742173114589648,0.35265600867234237
KRW-LOOM,0.02483288482759287,0.26616449496271505
KRW-BCH,0.08444096913127314,0.6509865150544342
KRW-BAT,0.015913534997070874,-0.008170793995353398
KRW-IOST,0.15825572580308464,0.18165957155537038
KRW-CVC,0.07065001563380963,-0.0554428183925534
KRW-IQ,0.06134506891541276,0.10413653677492445
KRW-IOTA,-0.0009556894254314257,-0.14817034864439876
KRW-HIFI,0.13461911980530228,-0.033217100448929414
KRW-ONG,0.13910165435887054,0.06244359569032506
KRW-GAS,0.015516610609019325,0.5103623007067587
KRW-UPP,0.060499598008187584,0.5296010448104962
KRW-ELF,-0.06963033246362738,0.7732703519362872
KRW-KNC,0.037371525268274204,0.1271383055027543
KRW-BSV,0.025630545777649717,-0.38363405928500893
KRW-THETA,0.028588044306175717,-0.09418466024621254
KRW-QKC,0.08076115126985849,0.20717541903509337
KRW-BTT,0.05051258264800778,-0.4151988354663183
KRW-MOC,0.09342703002531981,0.5423746108113795
KRW-TFUEL,0.03785813384565952,0.030035202220535916
KRW-MANA,0.053687574521531806,-0.01903698377986909
KRW-ANKR,0.018276387927620714,0.35996080293706667
