ticker,cor_dod,cor_price
KRW-BTC,0.07498998182440164,-0.0706562862466966
KRW-ETH,-0.003258739605716249,0.06814454288916014
KRW-NEO,-0.008217981203301299,0.6332077558490602
KRW-MTL,-0.005166097835267858,0.0848936382093689
KRW-XRP,-0.06678062217514107,-0.13236291800405897
KRW-ETC,0.017665155165788676,0.8172259463233542
KRW-SNT,-0.004634463372897423,0.8816948731336383
KRW-WAVES,0.044129511917710335,0.8156407818062227
KRW-XEM,0.044408283941271234,0.9403689597261922
KRW-QTUM,0.04597356335326404,0.8205621868038779
KRW-LSK,0.03801303272703357,0.924455881644302
KRW-STEEM,0.12555257217138302,0.9236320162291091
KRW-XLM,-0.014007118978957343,-0.01409488627616357
KRW-ARDR,0.06394412904952693,0.9797185214624796
KRW-ARK,0.09850539171064752,0.4408007750341856
KRW-STORJ,0.07442143596365572,0.8019395509544324
KRW-GRS,-0.03179374024130042,-0.014734896872295903
KRW-ADA,-0.04029186655802051,0.8490925766342983
KRW-SBD,0.008679562944178315,0.8420896828802692
KRW-POWR,0.0488051348769674,0.9312124423521824
KRW-BTG,0.09396209972852036,0.8179223116242936
KRW-ICX,0.066632345201268,0.6515127972562816
KRW-EOS,0.0587560978056316,0.8787325132095708
KRW-TRX,0.009297715730300376,-0.22360725462225153
KRW-SC,0.0969315029846719,0.7592521061478064
KRW-ONT,0.09436931466857154,0.8580790454200646
KRW-ZIL,0.06994928313322075,0.9460069004404987
KRW-POLYX,0.017852702883204258,0.7945445925062287
KRW-ZRX,0.04761665009329233,0.8740807862463191
KRW-LOOM,0.0037227877218912833,0.23433448918480987
KRW-BCH,0.11465236204130957,-0.37089342327631203
KRW-BAT,0.04914711840613863,0.9426478576807852
KRW-IOST,0.02131252965928946,0.9380895585482286
KRW-CVC,0.03504779877910706,0.9356151138935442
KRW-IQ,0.11165712065592133,0.6245234548580325
KRW-IOTA,0.05344526201169808,0.8622828029835432
KRW-HIFI,0.01238676433842029,0.038433901172488044
KRW-ONG,0.05275707326499991,0.94540933864592
KRW-GAS,-0.01574335968873243,0.6210368514285668
KRW-UPP,0.10781561415785325,0.716754604895991
KRW-ELF,0.023562951471742137,-0.18013976535294676
KRW-KNC,0.08423113936416678,0.8588571371838236
KRW-BSV,0.0769549507355906,0.5235385363816456
KRW-THETA,0.05402225911299482,0.9346795600701937
KRW-QKC,0.016876825322232312,0.934213530892996
KRW-BTT,0.08098000306068426,0.7445897481991318
KRW-MOC,0.04484647118660719,0.7053302282464944
KRW-TFUEL,0.05732246764561171,0.9377251442448206
KRW-MANA,0.09886224154882653,0.8924600295018945
KRW-ANKR,0.08404197233763705,0.8733683250585687
