ticker,cor_dod,cor_price
KRW-QTUM,0.14655147295938117,0.6963862554052547
KRW-ONT,0.015073555206483123,0.19365462439857117
KRW-NEO,0.058237773518536026,0.7725139685921053
KRW-ZRX,-0.09869488713105695,-0.04443489800004636
KRW-SC,0.027398025290752026,0.6276723352513519
KRW-BTC,-0.03670758569889146,0.6960156069787241
KRW-LSK,0.05861758719817906,0.5138245205742683
KRW-XEM,-0.1584768542367257,0.3999920019202108
KRW-CVC,-0.08073302759576174,0.5208272806756788
KRW-ONG,0.14238344935271607,0.3998210534266723
KRW-BTG,0.12186997841802512,0.572439911425192
KRW-IOST,-0.3418599394310311,0.8977976600137624
